date,year,month,soi
2021-10-01,2021,10,0.7
2021-11-01,2021,11,1.0
2021-11-01,2021,11,1.6
2021-12-01,2021,12,1.5
2021-12-01,2021,12,2.5
2022-01-01,2022,1,0.8
2022-01-01,2022,1,0.5
2022-02-01,2022,2,1.1
2022-02-01,2022,2,1.8
2022-03-01,2022,3,2.9
2022-03-01,2022,3,1.8
2022-04-01,2022,4,2.8
2022-04-01,2022,4,1.7
2022-05-01,2022,5,2.4
2022-05-01,2022,5,1.4
2022-06-01,2022,6,1.7
2022-06-01,2022,6,2.8
2022-07-01,2022,7,0.8
2022-07-01,2022,7,1.3
2022-08-01,2022,8,1.0
2022-08-01,2022,8,1.7
2022-09-01,2022,9,2.7
2022-09-01,2022,9,1.6
2022-10-01,2022,10,2.8
2022-10-01,2022,10,1.7
2022-11-01,2022,11,0.3
2022-11-01,2022,11,0.5
2022-12-01,2022,12,3.5
2022-12-01,2022,12,2.1
2023-01-01,2023,1,2.3
2023-01-01,2023,1,1.4
2023-02-01,2023,2,2.3
2023-02-01,2023,2,1.4
2023-03-01,2023,3,0.2
2023-03-01,2023,3,0.3
2023-04-01,2023,4,0.4
2023-04-01,2023,4,0.2
2023-05-01,2023,5,-1.0
2023-05-01,2023,5,-1.7
2023-06-01,2023,6,0.3
2023-06-01,2023,6,0.4
2023-07-01,2023,7,-0.3
2023-07-01,2023,7,-0.4
2023-08-01,2023,8,-1.4
2023-08-01,2023,8,-0.8
2023-09-01,2023,9,-2.1
2023-09-01,2023,9,-1.3
2023-10-01,2023,10,-0.8
2023-10-01,2023,10,-0.5
2023-11-01,2023,11,-0.8
2023-11-01,2023,11,-1.3
2023-12-01,2023,12,-0.4
2023-12-01,2023,12,-0.2
2024-01-01,2024,1,0.5
2024-01-01,2024,1,0.8
2024-02-01,2024,2,-2.3
2024-02-01,2024,2,-1.4
2024-03-01,2024,3,0.4
2024-03-01,2024,3,0.6
2024-04-01,2024,4,-0.3
2024-04-01,2024,4,-0.2
2024-05-01,2024,5,0.5
2024-05-01,2024,5,0.8
2024-06-01,2024,6,0.0
2024-06-01,2024,6,0.1
2024-07-01,2024,7,-0.7
2024-07-01,2024,7,-1.2
2024-08-01,2024,8,1.5
2024-08-01,2024,8,0.9
2024-09-01,2024,9,-0.1
2024-09-01,2024,9,-0.2
2024-10-01,2024,10,0.5
2024-10-01,2024,10,0.8
2024-11-01,2024,11,0.5
2024-11-01,2024,11,0.8
2024-12-01,2024,12,1.9
2024-12-01,2024,12,1.2
2025-01-01,2025,1,0.2
2025-01-01,2025,1,0.3
2025-02-01,2025,2,0.5
2025-02-01,2025,2,0.9
2025-03-01,2025,3,1.7
2025-03-01,2025,3,2.8
2025-04-01,2025,4,0.5
2025-04-01,2025,4,0.9
2025-05-01,2025,5,0.4
2025-05-01,2025,5,0.7
2025-06-01,2025,6,0.3
2025-06-01,2025,6,0.5
2025-07-01,2025,7,0.6
2025-07-01,2025,7,1.0
2025-08-01,2025,8,0.7
2025-08-01,2025,8,0.4
2025-09-01,2025,9,0.0
2025-09-01,2025,9,0.1
2025-10-01,2025,10,1.1
2025-10-01,2025,10,1.9
2025-11-01,2025,11,1.1
2025-11-01,2025,11,1.8
2025-12-01,2025,12,-0.0
2025-12-01,2025,12,-0.0
2026-01-01,2026,1,1.8
2026-01-01,2026,1,1.1
